row_id,energy
95137,1794.0885
95138,1716.5718
95139,1621.9982
95140,1533.876
95141,1515.9701
95142,1503.9355
95143,1485.9279
95144,1458.5822
95145,1438.2897
95146,1550.4286
95147,1749.2238
95148,1818.7795
95149,1945.9077
95150,2073.7488
95151,2104.9917
95152,2121.4429
95153,2135.5737
95154,2152.818
95155,2165.3137
95156,2158.1736
95157,2107.5598
95158,2107.5598
95159,2044.8597
95160,1950.1332
95161,1863.8279
95162,1731.6105
95163,1633.8845
95164,1589.0188
95165,1571.1129
95166,1565.9847
95167,1649.3839
95168,1857.1073
95169,1941.0319
95170,2032.4247
95171,2048.24
95172,2117.796
95173,2244.9243
95174,2372.7656
95175,2404.0078
95176,2420.459
95177,2434.5898
95178,2434.5898
95179,2413.0942
95180,2389.02
95181,2332.1902
95182,2332.1902
95183,2236.8018
95184,2113.1118
95185,1943.8994
95186,1792.5059
95187,1687.126
95188,1642.2601
95189,1615.9171
95190,1610.789
95191,1679.1978
95192,1857.9567
95193,1935.337
95194,1996.9719
95195,2012.7872
95196,2103.7861
95197,2168.9236
95198,2289.981
95199,2333.7126
95200,2346.9734
95201,2346.9734
95202,2346.9734
95203,2335.4521
95204,2319.4138
95205,2262.584
95206,2262.584
95207,2155.077
95208,2013.6273
95209,1903.0465
95210,1746.3892
95211,1645.3344
95212,1601.7334
95213,1575.3904
95214,1570.2622
95215,1638.671
95216,1817.4299
95217,1910.1328
95218,1970.203
95219,1986.0183
95220,2077.0173
95221,2142.1548
95222,2263.2122
95223,2306.9438
95224,2320.2046
95225,2320.2046
95226,2320.2046
95227,2308.6833
95228,2292.645
95229,2235.8152
95230,2235.8152
95231,2128.308
95232,1986.8584
95233,1859.0144
95234,1702.357
95235,1601.3022
95236,1557.7013
95237,1531.3583
95238,1526.2301
95239,1594.6389
95240,1773.3978
95241,1866.1007
95242,1926.1709
95243,1941.9861
95244,2032.9854
95245,2098.1226
95246,2219.18
95247,2262.9116
95248,2276.1724
95249,2276.1724
95250,2276.1724
95251,2264.6511
95252,2248.6128
95253,2191.783
95254,2191.783
95255,2084.276
95256,1942.8263
95257,1888.5704
95258,1715.6805
95259,1614.6257
95260,1571.0248
95261,1547.1443
95262,1547.8052
95263,1606.0077
95264,1747.8656
95265,1840.5685
95266,1900.6385
95267,1916.4536
95268,2007.4526
95269,2072.59
95270,2193.6475
95271,2236.1487
95272,2249.4094
95273,2249.4094
95274,2249.4094
95275,2230.5913
95276,2187.341
95277,2130.5112
95278,2130.5112
95279,2020.8892
95280,1883.7668
95281,1845.8044
95282,1660.0306
95283,1558.9758
95284,1515.3749
95285,1491.4944
95286,1487.6465
95287,1472.2233
95288,1544.8223
95289,1579.4406
95290,1662.3953
95291,1704.175
95292,1795.1742
95293,1864.7206
95294,1985.778
95295,2013.1846
95296,2026.4454
95297,2026.4454
95298,2026.4454
95299,2007.6271
95300,2019.2535
95301,1962.4231
95302,1962.4231
95303,1892.052
95304,1737.2446
95305,1793.4075
95306,1715.8907
95307,1621.3171
95308,1534.4598
95309,1516.554
95310,1504.5194
95311,1486.5117
95312,1459.166
95313,1454.196
95314,1536.577
95315,1735.3722
95316,1804.928
95317,1879.3413
95318,2007.1825
95319,2054.783
95320,2071.2344
95321,2071.2344
95322,2092.568
95323,2105.0637
95324,2121.885
95325,2071.2717
95326,2071.2717
95327,2008.5715
95328,1867.8091
95329,1863.1469
95330,1730.9294
95331,1633.2035
95332,1589.6027
95333,1571.6968
95334,1566.5686
95335,1649.9678
95336,1857.6912
95337,1956.9382
95338,2018.5731
95339,2034.3884
95340,2103.944
95341,2178.3577
95342,2306.199
95343,2353.799
95344,2370.2502
95345,2370.2502
95346,2374.3398
95347,2352.8442
95348,2352.7314
95349,2295.9016
95350,2295.9016
95351,2200.5132
95352,2030.7876
95353,1971.4042
95354,1820.0106
95355,1714.6307
95356,1671.0298
95357,1653.5154
95358,1648.3872
95359,1716.796
95360,1895.5549
95361,1988.2578
95362,2049.8928
95363,2065.7078
95364,2156.7068
95365,2221.8442
95366,2342.9016
95367,2386.6333
95368,2399.894
95369,2399.894
95370,2399.894
95371,2388.3728
95372,2372.3345
95373,2315.5046
95374,2315.5046
95375,2207.9976
95376,2055.512
95377,1955.1178
95378,1798.4604
95379,1697.4056
95380,1653.8047
95381,1636.2903
95382,1631.1621
95383,1699.5709
95384,1878.3298
95385,1971.0327
95386,2062.4255
95387,2078.2405
95388,2169.2397
95389,2234.3772
95390,2355.4346
95391,2399.1663
95392,2412.427
95393,2412.427
95394,2412.427
95395,2400.9058
95396,2400.8875
95397,2344.0576
95398,2344.0576
95399,2236.5505
95400,2084.0647
95401,1950.4263
95402,1793.7689
95403,1692.7141
95404,1649.1132
95405,1631.5988
95406,1626.4706
95407,1694.8794
95408,1873.6383
95409,1966.3412
95410,2057.734
95411,2073.5488
95412,2164.548
95413,2229.6855
95414,2350.743
95415,2394.4746
95416,2407.7354
95417,2407.7354
95418,2407.7354
95419,2396.214
95420,2396.1958
95421,2339.366
95422,2339.366
95423,2231.859
95424,2079.373
95425,1943.3346
95426,1770.4447
95427,1669.3899
95428,1625.789
95429,1601.9084
95430,1602.5693
95431,1660.7719
95432,1802.6298
95433,1895.3326
95434,1986.7253
95435,2002.5404
95436,2093.539
95437,2158.6768
95438,2279.7341
95439,2341.2368
95440,2354.4976
95441,2354.4976
95442,2354.4976
95443,2335.6794
95444,2293.1445
95445,2236.3147
95446,2236.3147
95447,2126.6924
95448,1982.1338
95449,1927.2997
95450,1729.6586
95451,1628.6038
95452,1585.0028
95453,1561.1223
95454,1557.2744
95455,1541.8512
95456,1645.0828
95457,1679.701
95458,1793.9784
95459,1835.7582
95460,1926.7573
95461,1996.3037
95462,2117.3608
95463,2163.7688
95464,2177.0295
95465,2177.0295
95466,2177.0295
95467,2158.2112
95468,2170.5527
95469,2113.7224
95470,2113.7224
95471,2043.3518
95472,1881.1079
95473,1803.2023
95474,1708.4718
95475,1627.6123
95476,1540.755
95477,1522.8491
95478,1510.8146
95479,1492.8069
95480,1465.4612
95481,1460.4912
95482,1572.6301
95483,1771.4253
95484,1840.9811
95485,1915.3944
95486,2043.2356
95487,2090.836
95488,2107.287
95489,2107.287
95490,2128.621
95491,2141.1167
95492,2149.733
95493,2099.1194
95494,2099.1194
95495,2036.4194
95496,1888.2205
95497,1817.8367
95498,1685.6193
95499,1606.2747
95500,1562.6738
95501,1544.768
95502,1539.6398
95503,1623.039
95504,1830.7623
95505,1930.0094
95506,2021.4022
95507,2037.2175
95508,2106.7732
95509,2181.1868
95510,2309.028
95511,2356.6282
95512,2385.7986
95513,2385.7986
95514,2389.8882
95515,2355.6733
95516,2347.3555
95517,2302.7646
95518,2302.7646
95519,2195.1372
95520,2054.1387
95521,1946.0284
95522,1794.6349
95523,1689.255
95524,1645.654
95525,1628.1396
95526,1623.0115
95527,1691.4203
95528,1870.1792
95529,1962.8821
95530,2054.2747
95531,2070.0898
95532,2161.089
95533,2226.2266
95534,2347.284
95535,2423.3782
95536,2449.3582
95537,2449.3582
95538,2449.3582
95539,2425.1177
95540,2409.7947
95541,2365.2039
95542,2365.2039
95543,2245.4578
95544,2121.699
95545,1953.1135
95546,1796.4562
95547,1695.4014
95548,1651.8004
95549,1634.286
95550,1629.1578
95551,1697.5667
95552,1876.3256
95553,1969.0284
95554,2060.4211
95555,2076.2363
95556,2167.2356
95557,2232.373
95558,2353.4304
95559,2429.5247
95560,2455.5046
95561,2455.5046
95562,2455.5046
95563,2431.2642
95564,2415.9412
95565,2371.3503
95566,2371.3503
95567,2251.6042
95568,2127.8455
95569,1943.8833
95570,1787.226
95571,1686.1711
95572,1642.5702
95573,1625.0558
95574,1619.9276
95575,1688.3364
95576,1867.0953
95577,1959.7982
95578,2051.191
95579,2067.006
95580,2158.0054
95581,2223.1428
95582,2344.2002
95583,2420.2944
95584,2446.2744
95585,2446.2744
95586,2446.2744
95587,2422.034
95588,2406.711
95589,2362.12
95590,2362.12
95591,2242.374
95592,2118.6152
95593,1936.7916
95594,1763.9017
95595,1662.8469
95596,1619.246
95597,1595.3655
95598,1596.0264
95599,1654.2289
95600,1796.0868
95601,1888.7897
95602,1980.1824
95603,1995.9974
95604,2086.9963
95605,2152.134
95606,2273.1914
95607,2367.0566
95608,2393.0366
95609,2393.0366
95610,2393.0366
95611,2361.4993
95612,2318.9644
95613,2274.3735
95614,2274.3735
95615,2152.5122
95616,2044.117
95617,1920.7567
95618,1743.0623
95619,1642.0074
95620,1598.4065
95621,1574.526
95622,1570.6781
95623,1555.2549
95624,1658.4865
95625,1693.1047
95626,1807.3821
95627,1849.1619
95628,1940.161
95629,2009.7074
95630,2130.765
95631,2209.5354
95632,2235.5154
95633,2235.5154
95634,2235.5154
95635,2203.9778
95636,2216.3193
95637,2171.7283
95638,2171.7283
95639,2089.1182
95640,1963.0376
95641,1828.8053
95642,1734.0748
95643,1616.9518
95644,1530.0945
95645,1512.1886
95646,1500.154
95647,1482.1464
95648,1454.8007
95649,1449.8307
95650,1561.9696
95651,1760.7648
95652,1830.3206
95653,1904.7339
95654,2032.5751
95655,2080.1758
95656,2109.346
95657,2109.346
95658,2130.68
95659,2130.4563
95660,2139.0725
95661,2100.6982
95662,2100.6982
95663,2025.7589
95664,1884.6248
95665,1833.8899
95666,1701.6725
95667,1618.881
95668,1575.2802
95669,1557.3743
95670,1555.693
95671,1639.0922
95672,1846.8156
95673,1946.0626
95674,2037.4554
95675,2053.271
95676,2122.8267
95677,2197.2402
95678,2325.0815
95679,2372.6816
95680,2401.852
95681,2401.852
95682,2405.9417
95683,2371.7268
95684,2363.409
95685,2318.818
95686,2318.818
95687,2211.1907
95688,2041.093
95689,1954.2926
95690,1802.899
95691,1694.0723
95692,1650.4713
95693,1632.9569
95694,1631.2756
95695,1699.6844
95696,1878.4434
95697,1971.1462
95698,2062.539
95699,2078.3542
95700,2169.3535
95701,2234.491
95702,2370.8303
95703,2414.562
95704,2425.26
95705,2425.26
95706,2425.26
95707,2401.0195
95708,2385.6965
95709,2341.1057
95710,2341.1057
95711,2221.3596
95712,2068.5022
95713,1935.5942
95714,1778.9369
95715,1674.4352
95716,1630.8342
95717,1613.3198
95718,1611.6385
95719,1678.5188
95720,1857.2777
95721,1949.9806
95722,2041.3735
95723,2057.1887
95724,2154.7158
95725,2219.8533
95726,2357.7212
95727,2394.925
95728,2405.623
95729,2405.623
95730,2405.623
95731,2381.3826
95732,2366.0596
95733,2321.4688
95734,2321.4688
95735,2201.7227
95736,2048.865
95737,1930.2827
95738,1773.6254
95739,1669.1237
95740,1625.5227
95741,1608.0083
95742,1606.327
95743,1674.7358
95744,1853.4948
95745,1946.1976
95746,2037.5905
95747,2053.4053
95748,2150.9324
95749,2216.0698
95750,2352.4092
95751,2389.613
95752,2400.311
95753,2400.311
95754,2400.311
95755,2376.0706
95756,2360.7476
95757,2316.1567
95758,2316.1567
95759,2196.4106
95760,2056.636
95761,1901.8296
95762,1728.9397
95763,1650.0033
95764,1606.4023
95765,1582.5219
95766,1586.6296
95767,1644.8322
95768,1786.6901
95769,1879.393
95770,1926.4252
95771,1942.2402
95772,2039.7672
95773,2104.904
95774,2241.244
95775,2296.2188
95776,2306.9167
95777,2306.9167
95778,2306.9167
95779,2275.3792
95780,2232.8442
95781,2188.2534
95782,2188.2534
95783,2066.3918
95784,1941.9812
95785,1885.7947
95786,1703.5997
95787,1624.6633
95788,1581.0624
95789,1557.1819
95790,1556.7809
95791,1541.3577
95792,1644.5892
95793,1679.2075
95794,1749.1244
95795,1790.9042
95796,1888.4313
95797,1957.9777
95798,2094.317
95799,2134.1968
95800,2144.8948
95801,2144.8948
95802,2144.8948
95803,2113.357
95804,2125.6985
95805,2081.1077
95806,2081.1077
95807,1998.4978
95808,1856.4015
95809,1642.2928
95810,1529.9854
95811,1414.0966
95812,1367.4688
95813,1367.4688
95814,1374.8932
95815,1356.8856
95816,1329.5399
95817,1381.6034
95818,1471.1874
95819,1640.1237
95820,1666.521
95821,1733.0178
95822,1765.5858
95823,1781.9438
95824,1811.1143
95825,1811.1143
95826,1832.4484
95827,1874.3882
95828,1902.5688
95829,1891.8174
95830,1891.8174
95831,1869.1864
95832,1772.388
95833,1670.6626
95834,1580.8857
95835,1504.1364
95836,1457.5085
95837,1457.5085
95838,1471.8394
95839,1555.2386
95840,1762.962
95841,1860.6508
95842,1907.683
95843,1971.0004
95844,1997.3977
95845,2063.895
95846,2096.4631
95847,2112.821
95848,2141.9915
95849,2141.9915
95850,2146.081
95851,2154.0295
95852,2165.2761
95853,2148.3083
95854,2148.3083
95855,2092.989
95856,1967.2274
95857,1784.9335
95858,1675.9805
95859,1592.719
95860,1546.0912
95861,1546.4827
95862,1560.8135
95863,1629.2223
95864,1807.9813
95865,1957.2015
95866,2004.2338
95867,2009.4755
95868,2063.844
95869,2121.065
95870,2162.131
95871,2168.0928
95872,2178.7908
95873,2178.7908
95874,2178.7908
95875,2196.7136
95876,2181.3906
95877,2164.4229
95878,2164.4229
95879,2096.9846
95880,1988.463
95881,1790.076
95882,1675.8593
95883,1596.9229
95884,1550.295
95885,1550.6865
95886,1565.0173
95887,1633.4261
95888,1812.1852
95889,1961.4054
95890,2008.4376
95891,2013.6793
95892,2068.0479
95893,2125.2688
95894,2166.335
95895,2172.2966
95896,2182.9946
95897,2182.9946
95898,2182.9946
95899,2200.9175
95900,2185.5945
95901,2168.6267
95902,2168.6267
95903,2101.1885
95904,1992.6669
95905,1785.3845
95906,1671.1677
95907,1592.2313
95908,1545.6035
95909,1545.995
95910,1560.3258
95911,1628.7346
95912,1807.4937
95913,1956.7139
95914,2003.7461
95915,2008.9878
95916,2063.3562
95917,2120.5771
95918,2161.6433
95919,2167.605
95920,2178.303
95921,2178.303
95922,2178.303
95923,2196.2258
95924,2180.9028
95925,2163.935
95926,2163.935
95927,2096.4968
95928,1987.9753
95929,1778.2928
95930,1660.352
95931,1581.4156
95932,1532.1396
95933,1526.165
95934,1536.4246
95935,1594.6271
95936,1736.4851
95937,1885.7053
95938,1932.7375
95939,1937.9792
95940,1992.3479
95941,2049.568
95942,2090.6345
95943,2095.805
95944,2106.5027
95945,2106.5027
95946,2106.5027
95947,2117.1284
95948,2074.5935
95949,2057.6257
95950,2057.6257
95951,1988.0728
95952,1862.5935
95953,1750.6652
95954,1607.9731
95955,1529.0369
95956,1479.761
95957,1473.7864
95958,1479.5371
95959,1447.5795
95960,1463.1556
95961,1554.2914
95962,1624.2081
95963,1655.4147
95964,1709.7833
95965,1771.4132
95966,1812.4795
95967,1802.5548
95968,1813.2527
95969,1813.2527
95970,1813.2527
95971,1823.8784
95972,1836.22
95973,1819.2522
95974,1819.2522
95975,1805.4844
95976,1662.3195
95977,1552.759
95978,1440.4515
95979,1386.2504
95980,1339.6227
95981,1339.6227
95982,1347.0471
95983,1329.0394
95984,1314.3938
95985,1365.9412
95986,1455.5251
95987,1572.8594
95988,1599.2567
95989,1665.7535
95990,1698.3215
95991,1714.6796
95992,1743.85
95993,1743.85
95994,1765.1841
95995,1807.1239
95996,1815.4281
95997,1804.6766
95998,1804.6766
95999,1782.0457
96000,1665.0996
96001,1598.9972
96002,1509.2203
96003,1476.2902
96004,1429.6625
96005,1429.6625
96006,1443.9933
96007,1527.3925
96008,1680.4102
96009,1836.1746
96010,1883.2068
96011,1888.4485
96012,1914.8458
96013,1981.3427
96014,2013.9106
96015,2030.2687
96016,2059.4397
96017,2059.4397
96018,2063.5293
96019,2071.478
96020,2062.848
96021,2045.8799
96022,2045.8799
96023,1990.5605
96024,1844.6515
96025,1697.5955
96026,1588.6425
96027,1520.2358
96028,1473.6082
96029,1473.9996
96030,1488.3304
96031,1556.7391
96032,1709.7568
96033,1858.977
96034,1906.0093
96035,1922.1218
96036,1947.0878
96037,1989.6395
96038,2029.359
96039,2035.3206
96040,2057.7769
96041,2057.7769
96042,2057.7769
96043,2018.308
96044,2002.9851
96045,2017.1064
96046,2017.1064
96047,1965.5593
96048,1848.0453
96049,1652.062
96050,1551.709
96051,1487.6274
96052,1470.2064
96053,1470.5979
96054,1484.9287
96055,1553.3374
96056,1706.3551
96057,1855.5753
96058,1902.6075
96059,1918.7201
96060,1943.686
96061,1964.9849
96062,2004.7043
96063,2010.6659
96064,2033.1221
96065,2033.1221
96066,2033.1221
96067,1993.6533
96068,1982.4045
96069,1996.5259
96070,1996.5259
96071,1944.9788
96072,1819.7606
96073,1647.3705
96074,1547.0175
96075,1482.9359
96076,1465.5149
96077,1465.9064
96078,1480.2372
96079,1548.6459
96080,1701.6636
96081,1850.8838
96082,1897.916
96083,1914.0286
96084,1938.9945
96085,1960.2933
96086,2000.0128
96087,2005.9744
96088,2028.4305
96089,2028.4305
96090,2028.4305
96091,1988.9618
96092,1977.713
96093,1991.8344
96094,1991.8344
96095,1940.2872
96096,1815.0691
96097,1640.2788
96098,1536.2018
96099,1472.1202
96100,1452.051
96101,1446.0764
96102,1456.3359
96103,1514.5383
96104,1630.655
96105,1779.8752
96106,1826.9075
96107,1843.02
96108,1867.986
96109,1889.2848
96110,1929.0043
96111,1934.1744
96112,1956.6306
96113,1956.6306
96114,1956.6306
96115,1909.8646
96116,1877.5653
96117,1891.6866
96118,1891.6866
96119,1838.0245
96120,1723.7002
96121,1624.2439
96122,1495.4156
96123,1431.3341
96124,1411.2649
96125,1405.2903
96126,1411.041
96127,1379.0834
96128,1436.3241
96129,1527.4598
96130,1597.3766
96131,1639.454
96132,1664.4199
96133,1690.1282
96134,1729.8477
96135,1719.923
96136,1742.3792
96137,1742.3792
96138,1742.3792
96139,1695.6132
96140,1718.1901
96141,1732.3114
96142,1732.3114
96143,1734.4347
96144,1602.4247
96145,1541.0413
96146,1425.3838
96147,1351.6727
96148,1334.2517
96149,1334.2517
96150,1341.6761
96151,1323.6685
96152,1309.0228
96153,1360.5702
96154,1450.1542
96155,1578.3593
96156,1590.1951
96157,1615.9033
96158,1655.6228
96159,1671.9808
96160,1694.437
96161,1694.437
96162,1715.7711
96163,1710.2935
96164,1722.6718
96165,1743.0094
96166,1743.0094
96167,1736.2695
96168,1626.6654
96169,1556.5978
96170,1480.6847
96171,1441.7125
96172,1424.2915
96173,1424.2915
96174,1438.6223
96175,1522.0215
96176,1675.0392
96177,1830.8036
96178,1877.8358
96179,1893.9484
96180,1905.7842
96181,1931.4924
96182,1971.2119
96183,1987.57
96184,2010.0261
96185,2010.0261
96186,2014.1158
96187,1974.6471
96188,1970.0913
96189,1984.2126
96190,1984.2126
96191,1944.7844
96192,1792.3519
96193,1651.1233
96194,1556.034
96195,1487.6274
96196,1470.2064
96197,1470.5979
96198,1484.9287
96199,1553.3374
96200,1706.3551
96201,1855.5753
96202,1902.6075
96203,1918.7201
96204,1943.686
96205,1964.9849
96206,2004.7043
96207,2022.9055
96208,2045.3617
96209,2045.3617
96210,2045.3617
96211,2005.893
96212,1982.4045
96213,1996.5259
96214,1996.5259
96215,1944.9788
96216,1819.7606
96217,1652.062
96218,1551.709
96219,1487.6274
96220,1470.2064
96221,1470.5979
96222,1484.9287
96223,1553.3374
96224,1706.3551
96225,1855.5753
96226,1902.6075
96227,1918.7201
96228,1943.686
96229,1964.9849
96230,2004.7043
96231,2022.9055
96232,2045.3617
96233,2045.3617
96234,2045.3617
96235,2005.893
96236,1982.4045
96237,1996.5259
96238,1996.5259
96239,1944.9788
96240,1819.7606
96241,1647.3705
96242,1547.0175
96243,1482.9359
96244,1465.5149
96245,1465.9064
96246,1480.2372
96247,1548.6459
96248,1701.6636
96249,1850.8838
96250,1897.916
96251,1914.0286
96252,1938.9945
96253,1960.2933
96254,2000.0128
96255,2018.214
96256,2040.6702
96257,2040.6702
96258,2040.6702
96259,2001.2014
96260,1977.713
96261,1991.8344
96262,1991.8344
96263,1940.2872
96264,1815.0691
96265,1683.9298
96266,1579.8528
96267,1515.7712
96268,1495.702
96269,1489.7274
96270,1499.9869
96271,1558.1893
96272,1674.306
96273,1823.5262
96274,1870.5585
96275,1886.671
96276,1911.637
96277,1905.1831
96278,1944.9026
96279,1962.3124
96280,1984.7686
96281,1984.7686
96282,1984.7686
96283,1938.0026
96284,1893.4636
96285,1907.585
96286,1907.585
96287,1853.9229
96288,1739.5985
96289,1674.0413
96290,1565.1597
96291,1501.0781
96292,1481.0089
96293,1475.0343
96294,1480.785
96295,1448.8274
96296,1506.0681
96297,1597.2039
96298,1667.1206
96299,1709.198
96300,1734.164
96301,1732.1195
96302,1771.839
96303,1761.9143
96304,1784.3705
96305,1784.3705
96306,1784.3705
96307,1737.6045
96308,1760.1814
96309,1774.3027
96310,1774.3027
96311,1776.426
96312,1644.416
96313,1584.4136
96314,1468.7561
96315,1428.269
96316,1410.848
96317,1410.848
96318,1418.2725
96319,1414.0256
96320,1399.38
96321,1462.1011
96322,1551.685
96323,1679.8901
96324,1679.8901
96325,1677.8457
96326,1703.8043
96327,1720.1624
96328,1742.6185
96329,1742.6185
96330,1763.9526
96331,1758.475
96332,1784.6141
96333,1804.9518
96334,1804.9518
96335,1798.2119
96336,1688.6078
96337,1599.9701
96338,1524.057
96339,1485.0848
96340,1467.6638
96341,1467.6638
96342,1481.9946
96343,1579.1547
96344,1732.1724
96345,1899.1105
96346,1946.1427
96347,1962.2552
96348,1962.2552
96349,1960.2108
96350,1986.1694
96351,2002.5275
96352,1994.3446
96353,1994.3446
96354,1998.4343
96355,1989.6046
96356,1998.8097
96357,2012.931
96358,2012.931
96359,1973.5027
96360,1821.0703
96361,1713.9685
96362,1618.8793
96363,1550.4727
96364,1533.0516
96365,1533.0516
96366,1547.3824
96367,1629.552
96368,1782.5697
96369,1949.5078
96370,1996.54
96371,2012.6526
96372,2012.6526
96373,2006.1987
96374,2032.1573
96375,2032.1573
96376,2023.9745
96377,2023.9745
96378,2023.9745
96379,2015.1448
96380,2025.6033
96381,2039.7246
96382,2039.7246
96383,1988.1775
96384,1862.9594
96385,1714.9072
96386,1614.5542
96387,1550.4727
96388,1533.0516
96389,1533.0516
96390,1547.3824
96391,1629.552
96392,1782.5697
96393,1949.5078
96394,1996.54
96395,2012.6526
96396,2012.6526
96397,2006.1987
96398,2032.1573
96399,2032.1573
96400,2023.9745
96401,2023.9745
96402,2023.9745
96403,2015.1448
96404,2025.6033
96405,2039.7246
96406,2039.7246
96407,1988.1775
96408,1862.9594
96409,1689.9586
96410,1589.6056
96411,1525.524
96412,1508.103
96413,1508.103
96414,1522.4338
96415,1604.6034
96416,1757.6211
96417,1924.5592
96418,1971.5914
96419,1987.704
96420,1987.704
96421,1981.2501
96422,2007.2087
96423,2007.2087
96424,1999.0259
96425,1999.0259
96426,1999.0259
96427,1990.1962
96428,2000.6547
96429,2014.776
96430,2014.776
96431,1963.2289
96432,1838.0107
96433,1629.6697
96434,1525.5927
96435,1461.5111
96436,1441.4419
96437,1441.4419
96438,1451.7014
96439,1523.6647
96440,1639.7814
96441,1806.7195
96442,1853.7517
96443,1869.8643
96444,1869.8643
96445,1863.4104
96446,1889.369
96447,1888.5776
96448,1880.3948
96449,1880.3948
96450,1880.3948
96451,1864.2678
96452,1853.6758
96453,1867.7971
96454,1867.7971
96455,1814.135
96456,1699.8107
96457,1616.7847
96458,1500.2527
96459,1436.1711
96460,1416.1019
96461,1416.1019
96462,1421.8527
96463,1403.6559
96464,1460.8966
96465,1569.7502
96466,1639.667
96467,1681.7444
96468,1681.7444
96469,1679.7
96470,1705.6586
96471,1704.8672
96472,1696.6843
96473,1696.6843
96474,1696.6843
96475,1680.5574
96476,1709.7467
96477,1723.868
96478,1723.868
96479,1725.9913
96480,1593.9813
96481,1503.5892
96482,1401.9956
96483,1329.926
96484,1312.505
96485,1312.505
96486,1319.9294
96487,1315.6826
96488,1301.037
96489,1378.5486
96490,1468.1326
96491,1581.5471
96492,1581.5471
96493,1579.5027
96494,1605.4613
96495,1621.8193
96496,1613.6365
96497,1613.6365
96498,1634.9706
96499,1660.132
96500,1686.2711
96501,1706.6088
96502,1706.6088
96503,1699.8689
96504,1590.2648
96505,1531.959
96506,1452.896
96507,1419.9658
96508,1402.5448
96509,1402.5448
96510,1416.8756
96511,1514.0356
96512,1667.0533
96513,1848.782
96514,1895.8142
96515,1897.1362
96516,1897.1362
96517,1895.0918
96518,1921.0504
96519,1937.4084
96520,1929.2256
96521,1929.2256
96522,1933.3153
96523,1924.4856
96524,1933.6907
96525,1947.812
96526,1947.812
96527,1908.3837
96528,1755.9513
96529,1645.8263
96530,1547.5872
96531,1479.1805
96532,1461.7595
96533,1461.7595
96534,1476.0903
96535,1558.2599
96536,1711.2776
96537,1893.0062
96538,1940.0385
96539,1941.3605
96540,1941.3605
96541,1934.9066
96542,1960.8652
96543,1960.8652
96544,1952.6824
96545,1952.6824
96546,1952.6824
96547,1943.8527
96548,1954.3112
96549,1968.4325
96550,1968.4325
96551,1916.8854
96552,1791.6672
96553,1650.9689
96554,1547.466
96555,1483.3844
96556,1465.9634
96557,1465.9634
96558,1480.2942
96559,1562.4637
96560,1715.4814
96561,1897.2101
96562,1944.2423
96563,1945.5643
96564,1945.5643
96565,1939.1105
96566,1950.4482
96567,1950.4482
96568,1942.2654
96569,1942.2654
96570,1942.2654
96571,1948.0565
96572,1958.515
96573,1972.6364
96574,1972.6364
96575,1921.0892
